"Beitrag/Seite","URL","Inhaltstyp","Aufrufe","Anteil"
"
							FaMI (w/m), E 6 TVöD, unbefristet in Teilzeit (30%), Kennzahl: 504						","/stellenangebote/24881","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TVöD, Teilzeit (22 Std./Woche) befristet bis 31.07.2019, Stellenausschreibung 07/2017						","/stellenangebote/24883","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) für die Abteilung Erwerb, E 6 TVöD, unbefristet in Teilzeit (31 Std./Woche), Kennziffer 17/40/7						","/stellenangebote/24887","Stellenangebot","1","0,00 %"
"
							Mitarbeiterin/Mitarbeiter im Querschnittsbereich Marketing, E 9TV-L, befristet für die Dauer von 2 Jahren.						","/stellenangebote/24893","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r in der IT-Systemtechnik  (befristet, TV-L bis E11) „RZ1704“						","/stellenangebote/24895","Stellenangebot","1","0,00 %"
"
							Software-Entwickler/in  (befristet, TV-L bis E13) „K17“						","/stellenangebote/24897","Stellenangebot","1","0,00 %"
"
							wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (befristet, TV-L bis E13) „x01CONT17“						","/stellenangebote/24899","Stellenangebot","1","0,00 %"
"
							Bibliothekar/Bibliothekarin (bis E9 TV-L, befristet) „xLZVBib17“						","/stellenangebote/24901","Stellenangebot","1","0,00 %"
"
							Systemadministrator/in mit den Schwerpunkten Linux und Java-basierte Application-Container (befristet, TV-L bis E11) „xLZVSyst17“						","/stellenangebote/24903","Stellenangebot","1","0,00 %"
"
							Gruppenleiter/in Bibliotheksmanagementsysteme, E13 TV-L, „GL17BMS“						","/stellenangebote/24907","Stellenangebot","1","0,00 %"
"
							Software-Entwickler/in mit den Schwerpunkten Java, Application- Development und Webtechnologien, (TV-L bis E11) „xLZV17SWE“						","/stellenangebote/24909","Stellenangebot","1","0,00 %"
"
							Informations- und Datenmanager/in, Vollzeit, drei Jahre befristet, Vergütung nach KAVO, Kennziffer 21420-12-17						","/stellenangebote/24913","Stellenangebot","1","0,00 %"
"
							Leiter/in der Serviceeinrichtung „Bibliothek und Wissenschaftliche Information“, E 15 TVöD, 39 Wochenstunden						","/stellenangebote/24915","Stellenangebot","1","0,00 %"
"
							Informatiker (m/w) als stellv. Leitung der Bibliotheks-IT, unbefristet in Vollzeit, E 11 TV-L						","/stellenangebote/24930","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (Bachelor oder FH-Diplom), E 9 TV-L, befristet bis zum 14.05.2018, Vollzeit (39,8 Wochenstunden), 20/2017						","/stellenangebote/24932","Stellenangebot","1","0,00 %"
"
							Systembetreuer/in Digitale Langzeitarchivierung, TV-L E 13, 100 %, befristet zunächst bis 31.08.18, Kennziffer: 17-27						","/stellenangebote/24934","Stellenangebot","1","0,00 %"
"
							Bibliotheksassistenten/in oder Buchhändler/in, E 5 TVöD, unbefristet in Teilzeit (11 Std./Woche)						","/stellenangebote/24937","Stellenangebot","1","0,00 %"
"
							Magazin-Mitarbeiter/in für die Sachgebiete Bereitstellung sowie Archivierung Monografien und Musik, E 4 TVöD, Vollzeit befristet für 24 Monate, Kennziffer: 14/17/2B.3/962						","/stellenangebote/24939","Stellenangebot","1","0,00 %"
"
							Bibliotheks- und Informationswissenschaftler/in für DFG-Projekt „ORCID DE „, E 13 TVöD, Vollzeit für 18 Monate befristet, Kennziffer: 13/17/AfS/1141						","/stellenangebote/24941","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Archiv oder Bibliothek, E 5 / E 6 TV-L, unbefristet in Vollzeit, Kennziffer 2017-11						","/stellenangebote/24945","Stellenangebot","1","0,00 %"
"
							wiss. Mitarbeiter/in für Bibliothekssysteme und Repositorien, E 13, unbefristet, Vollzeit						","/stellenangebote/24964","Stellenangebot","1","0,00 %"
"
							Prozessentwickler/in im Forschungsdatenmanagement, E 13, befristet, Vollzeit, Referenznummer 029/17e						","/stellenangebote/24967","Stellenangebot","1","0,00 %"
"
							3x Bibliothekar/Bibliothekarin, E 9 TVÖD, 2x unbefristet, 1x befristet bis 28.02.2019						","/stellenangebote/24970","Stellenangebot","1","0,00 %"
"
							Fachreferent/in Rechtswissenschaft, E 13 TVöD-Bund, unbefristet in Vollzeit						","/stellenangebote/24972","Stellenangebot","1","0,00 %"
"
							FAMI, E 5 TVöD, Teilzeit 19,5 Wochenstd. befristet bis 30.09.2018						","/stellenangebote/24974","Stellenangebot","1","0,00 %"
"
							Biblio­theks­be­schäf­tigte/r, E 9, Vollzeit, befristet, Abt. Benutzungsdienste, , Kenn­zif­fer UB-213/17						","/stellenangebote/24976","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (Bachelor oder FH-Diplom), E 9 TV-L, befristet bis zum 30.11.2018, Vollzeit (39,8 Wochenstunden), teilzeitgeeignet, 21/2017						","/stellenangebote/24993","Stellenangebot","1","0,00 %"
"
							Softwareentwickler/in für die Abteilung Informationstechnologie (E 13 TV-L, unbefristet)						","/stellenangebote/24995","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r im Bibliotheksdienst, E 9 TV-L, Vollzeit befristet bis 31.12.2018, Kennwort: Bibliotheksdienst 2/2017						","/stellenangebote/24998","Stellenangebot","1","0,00 %"
"
							Bibliotheksmitarbeiter/in, Teilzeit (24 Std./Woche)						","/stellenangebote/25000","Stellenangebot","1","0,00 %"
"
							Bibliothekarin/in, E 9 TV-L, unbefristet in Vollzeit, Kennziffer 02/B/17						","/stellenangebote/25002","Stellenangebot","1","0,00 %"
"
							Bibliotheksoberinspektor/in bzw. Bibliothekar/in als Leiter/in der Stadtteilbibliothek Reinickendorf-West, A 10 bzw. E 9, unbefristet in Vollzeit, Kennzahl: 2017-075-1277						","/stellenangebote/25004","Stellenangebot","1","0,00 %"
"
							Archivar/in, E 9 TVöD, Teilzeit (40% bis 60%) zunächst auf zwei Jahre befristet						","/stellenangebote/25006","Stellenangebot","1","0,00 %"
"
							Archivar/in, E 9 c TVöD, unbefristet in Vollzeit, Kennziffer: E 2017 – 018						","/stellenangebote/25008","Stellenangebot","1","0,00 %"
"
							Tarifbeschäftigte/r im Archiv, E 6, unbefristet in Teilzeit oder Vollzeit, Kennzahl: 09/17						","/stellenangebote/25010","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TVöD, unbefristet in Teilzeit (19,5 Std./Woche)						","/stellenangebote/25012","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, bis E 11, befristet für die Dauer von 12 ½ Monate, Kennziffer SBB-IIIR-3-2017						","/stellenangebote/25031","Stellenangebot","1","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, E 8 TV-L, auf zwei Jahre befristet, Vollzeit (39,8 Wochenstunden), 22/2017						","/stellenangebote/25035","Stellenangebot","1","0,00 %"
"
							Magaziner/in, E 4 TVöD, Vollzeit befristet bis 31.12.2018, Kennziffer SBB-IIIH-1-2017						","/stellenangebote/25041","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) (2 Stellen), E 6 TVöD, 1x unbefristet & 1x zunächst befristet bis 31.03.2018						","/stellenangebote/25043","Stellenangebot","1","0,00 %"
"
							Angestellte/r des gehobenen Bibliotheksdienstes, Einstufung gemäß Kollektivvertrag: §54 VwGr. IIIa, 20 Stunden/Woche, unbefristet						","/stellenangebote/25045","Stellenangebot","1","0,00 %"
"
							1 BibliothekarIn (40h, unbefristet)						","/stellenangebote/25049","Stellenangebot","1","0,00 %"
"
							Bibliothekar(in), Teilzeit, befristet als Elternzeitvertretung Köln						","/stellenangebote/25053","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in in der Medienbearbeitung, bis E 9 TV-L , befristet auf 24 Monate						","/stellenangebote/25062","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r in der DV-Systemtechnik (Administration und Weiterentwicklung bibliographischer Datenbanken, E 11 TV-L, Vollzeit, auf drei Jahre befristet)						","/stellenangebote/25064","Stellenangebot","1","0,00 %"
"
							FAMI, E5, befristet vom 1.10.2017 – 31.10.2018						","/stellenangebote/25066","Stellenangebot","1","0,00 %"
"
							Wiss. Mitarbeiter/in für das Projekt „Migration der CEEC-Altdaten in das digitale Portal der Diözesan- und Dombibliothek“ mit einem Beschäftigungsumfang von 50 % (19,5 Wochenstunden). Die Stelle ist im Rahmen des Projektes auf 18 Monate befristet.						","/stellenangebote/25073","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in für die medientechnische Beratung im Publikumsdienst; EG 9 TV-L; Vollzeit; zunächst befristet für zwei Jahre; Kennziffer: 13/17						","/stellenangebote/25075","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschäftigte / Bibliotheksbeschäftigter 8 TV-L FU, Vollzeitbeschäftigung, unbefristet, Kennung: UB/2017/3						","/stellenangebote/25079","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschäftigte / Bibliotheksbeschäftigter 8 TV-L FU, Vollzeitbeschäftigung, unbefristet, Kennung: UB/2017/4						","/stellenangebote/25081","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) o.ä. als Mitarbeiter/in Service und Benutzung in der Bibliothek, E 5 TV-L, Teilzeit (30 Std./Woche) befristet bis 11.03.2019, Kennziffer 2017-26-Bibl						","/stellenangebote/25089","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in für den Aufgabenbereich Bibliothekspädagogik, E 9b TVöD, unbefristet in Vollzeit						","/stellenangebote/25091","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek als Mitarbeiter/in Bibliothek, TVöD, Teilzeit (20 Std./Woche) befristet bis September 2018						","/stellenangebote/25093","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Archiv, E 5 TV-L, Vollzeit befristet für 2 Jahre						","/stellenangebote/25099","Stellenangebot","1","0,00 %"
"
							Datenkurator/in, E 13 TVöD, befristet in Vollzeit						","/stellenangebote/25107","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschäftigte/Bibliotheksbeschäftigter, E 9 TV-L, Vollzeit, befristet bis 31.8.2018, Kennzahl 466						","/stellenangebote/25109","Stellenangebot","1","0,00 %"
"
							Projektleiter/in „bibliothekarische Infrastruktur“, E13 TV-L, „PL17BMS“						","/stellenangebote/25111","Stellenangebot","1","0,00 %"
"
							Software-Entwickler/in, (TV-L bis E11) „x36CONT17“						","/stellenangebote/25113","Stellenangebot","1","0,00 %"
"
							FaMI, EG 5 TV-H, Elternzeitvertretung, 75% Stellenumfang, Referenz-Nr. BBF 2017-03						","/stellenangebote/25116","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Archiv als Beschäftigte/r im Archiv, Teilzeit (50%) voraussichtlich bis 31.08.2017 befristet mit ggf. anschließender Elternzeit						","/stellenangebote/25130","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek als Beschäftigte/r in der Bibliothek, E 6 TV-L, Teilzeit (50%) befristet als Elternzeitvertretung bis 05.04.2018						","/stellenangebote/25132","Stellenangebot","1","0,00 %"
"
							Leiter/in Hochschulbibliothek, E 10 TV-L, Teilzeit (77%) befristet vorerst bis 04.11.2017 als Mutterschutzvertretung vorrausichtlich mit Elternzeitverlängerung						","/stellenangebote/25134","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek, Kennwort „Azubi FAMI 2017“						","/stellenangebote/25140","Stellenangebot","1","0,00 %"
"
							FAMI (unbefristet – Vollzeit)						","/stellenangebote/25150","Stellenangebot","1","0,00 %"
"
							Wissenschaftliche/r Bibliothekar/in für Fachreferat Chemie, Open Access u.a. , E 13, TV-L, befristet in Vollzeit oder Teilzeit, Ref. Nr. 17M16						","/stellenangebote/25154","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in in den Bereichen Forschungsdatenmanagement und Qualitätsmanagement, E9 TV-L, befristet in Vollzeit, Ref. Nr. 17D17						","/stellenangebote/25156","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar/in bzw. B.A. Bibliotheks- und Informationsmanagement, E9 TV-L, befristet 50%						","/stellenangebote/25167","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in Bibliothek w/m						","/stellenangebote/25170","Stellenangebot","1","0,00 %"
"
							wissenschaftliche/r Mitarbeiter/in, E 13 TV-L, unbefristet in Vollzeit						","/stellenangebote/25173","Stellenangebot","1","0,00 %"
"
							Diplombibliothekar/-in in Teilzeit 50% (Kz AP-67/2), befristet						","/stellenangebote/25176","Stellenangebot","1","0,00 %"
"
							Wissenschaftliche/r Bibliothekar/in, E 13 TV-L,  Teilzeitbeschäftigung, 30 h/Wo; N21-17						","/stellenangebote/25178","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, befristet bis 30.11.2018, Stellenausschreibungsnummer 3005, Kennziffer 1						","/stellenangebote/25180","Stellenangebot","1","0,00 %"
"
							studentische Mitarbeiter/innen						","/stellenangebote/25184","Stellenangebot","1","0,00 %"
"
							Studentische Mitarbeit (w/m) im Bibliotheks- und Publikationssupport, 40-80 Std./Monat, zunächst befristet für 6 Monate (gerne längerfristig), Kennziffer: IRB-2017-4						","/stellenangebote/25189","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TVöD, unbefristet in Teilzeit (19,5 Std./Woche)						","/stellenangebote/25194","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in als Leiter(in) der Stadtbibliothek, TVöD, unbefristet in Vollzeit						","/stellenangebote/25196","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, A 7 BBesO bzw. E 6 TVöD, unbefristet in Vollzeit, Referenzcode 20170722_0002						","/stellenangebote/25198","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 7 TVöD, befristet in Teilzeit (23 Std./Woche), Kennziffer 3520						","/stellenangebote/25200","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in Archiv, Vollzeit, E 5 TV-L, Kennziffer: 16/2017						","/stellenangebote/25212","Stellenangebot","1","0,00 %"
"
							Bibliotheksmitarbeiter/in, Vollzeit, E 4, unbefristet, Kennziffer IAI-1-2017						","/stellenangebote/25214","Stellenangebot","1","0,00 %"
"
							FAMI, E 5, Vollzeit, unbefristet						","/stellenangebote/25216","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in im Team Open Access und im Team Zeitschriften und Elektronische Medien, E 9 TV-L, befristet in Vollzeit oder Teilzeit, Ref. Nr. 17M19						","/stellenangebote/25218","Stellenangebot","1","0,00 %"
"
							Systembibliothekar/in, E 9 TV-L, unbefristet in Vollzeit, 115/2017						","/stellenangebote/25220","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek						","/stellenangebote/25236","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) oder Buchhändler/in, E 7 TVöD, unbefristet in Vollzeit						","/stellenangebote/25238","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek						","/stellenangebote/25240","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte/r, E 9 TV-L, unbefristet in Vollzeit, Kenn -Nr. 37/2017						","/stellenangebote/25242","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (Diplom oder BA), E 9 TVÖD, unbefristet in Vollzeit						","/stellenangebote/25272","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (FaMI), BesGr A 6-8, unbefristet in Vollzeit, Referenzcode: B750124PA-2017-00002908-E						","/stellenangebote/25278","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV-H, Vollzeit bis 31.03.2019 befristet, Kennziffer: HLB-M-26/17						","/stellenangebote/25280","Stellenangebot","1","0,00 %"
"
							Archivar/in, A 11 bzw. E 10 TVöD, Teilzeit (50%) zunächst befristet für zwei Jahre						","/stellenangebote/25282","Stellenangebot","1","0,00 %"
"
							Finanzbuchhalter/in, E 9 TV-L, unbefristet in Vollzeit (39,8 Wochenstunden), teilzeitgeeignet, 23/2017						","/stellenangebote/25288","Stellenangebot","1","0,00 %"
"
							Studentische Hilfskraft, monatliches Deputat: 40 Stunden, befristet bis 31.12.2017 – Kennziffer 17-32						","/stellenangebote/25299","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte/r im Forschungsdatenmanagement, TV-L, Teilzeit (30 Std./Woche) bis 05.08.2017 befristet mit beabsichtigter Verlängerung als Elternzeitvertretung, Kennwort: Universitätsbibliothek						","/stellenangebote/25307","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TV-L, Vollzeit befristet bis 31.12.2018, Kennziffer 2017-2						","/stellenangebote/25309","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in für die Zeitschriftenstelle, E 9 TV-L, Vollzeit befristet bis 30.09.2018, Kennziffer 2017-4						","/stellenangebote/25311","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in für die Abt. III (Handschriften, Graphische Sammlung und Bestandserhaltung), E 9 TV-L, Vollzeit befristet bis 31.05.2019, Kennziffer 2017-3						","/stellenangebote/25313","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (FaMI), E 6 TV-L, Teilzeit (50%) auf 12 Monate befristet						","/stellenangebote/25315","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek						","/stellenangebote/25317","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) o.ä. als Springer/in, bis E 5 TVöD mit leistungsorientierter Komponente (???), Teilzeit (10% ???), Kennziffer 2017-020						","/stellenangebote/25319","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), Archivar/in o.ä. als Leiter/in im Bereich der Schlossberganlagen, E 9a TVöD, Vollzeit zunächst auf 2 Jahre befristet						","/stellenangebote/25323","Stellenangebot","1","0,00 %"
"
							FAMI E 5 befristet Teilzeit 60% ab Sept. 2017, 827-Bib						","/stellenangebote/25325","Stellenangebot","1","0,00 %"
"
							Leitung (m/w), E 11 TV-L, unbefristet in Vollzeit						","/stellenangebote/25346","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r für BMBF-Pro­jekt „FDMen­tor“, E13 TV-L Berliner Hochschulen, 50 % Arbeitszeit, befristet						","/stellenangebote/25348","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek, Kennziffer: 508/2017						","/stellenangebote/25352","Stellenangebot","1","0,00 %"
"
							Informations- bzw. Datenmanager/in (BA), Vollzeit, zum nächstmöglichen Zeitpunkt						","/stellenangebote/25354","Stellenangebot","1","0,00 %"
"
							Leitung der Stadtbücherei (Master oder Diplom (FH) / Bachelor + Führungserfahrung), E 13 TVöD, unbefristet in Vollzeit, Stellen-Nr. 43-02						","/stellenangebote/25360","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 6 TV-L, Vollzeit für zwei Jahre befristet, Referenz-Nr.: 52/2017						","/stellenangebote/25362","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte/r im Aufsichtsdienst (Schichtdienst), E 2 TV-L, Teilzeit (20 Std./Woche) befristet bis 31.05.2018, Kennwort: Universitätsbibliothek, Nummer  17.092						","/stellenangebote/25364","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r für die Serviceeinheit „Bibliothek“, E 5 TV-L, unbefristet						","/stellenangebote/25366","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TV-H, Teilzeit (50%) zunächst bis 30.09.2018 befristet, Kennziffer: 30386						","/stellenangebote/25372","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, ABD, Vollzeit vorerst befristet auf zwei Jahre, Kennziffer 22-2017						","/stellenangebote/25376","Stellenangebot","1","0,00 %"
"
							Softwareentwickler/in, E 11 TVöD, Vollzeit befristet für zwei Jahre, Kennziffer: 15/17/IT3.2/1123						","/stellenangebote/25380","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte (m/w), E 6 TV-L, befristet auf 2 Jahre (50%)						","/stellenangebote/25396","Stellenangebot","1","0,00 %"
"
							Beschäftigte/r in der DV-Systemtechnik (Administration und Weiterentwicklung bibliographischer Datenbanken, E 11 TV-L, Vollzeit, auf drei Jahre befristet)						","/stellenangebote/25398","Stellenangebot","1","0,00 %"
"
							Fachinformatiker/in, E7 TV-L, befristet in Vollzeit, Ref.Nr. 17T20						","/stellenangebote/25400","Stellenangebot","1","0,00 %"
"
							mehrere Softwareentwickler/innen, 2 Jahre befristet in Vollzeit oder Teilzeit, Ref.Nr. 17S20						","/stellenangebote/25402","Stellenangebot","1","0,00 %"
"
							Library Assistant / Technical Support (24 hours)						","/stellenangebote/25404","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), Fachrichtung Bibliothek E 5 TVöD, unbefristet, Vollzeit						","/stellenangebote/25409","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), Fachrichtung Bibliothek E 5 TVöD, unbefristet, Teilzeit (50%)						","/stellenangebote/25411","Stellenangebot","1","0,00 %"
"
							stellv. Leiter/in der Stadtbücherei (Diplom-Bibliothekar/in bzw. Bachelor), E 9 TVöD, unbefristet, Vollzeit						","/stellenangebote/25413","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar(in) bzw. Bachelor of Arts Bibliotheks- und Informationsmanagement, BesGr A 10 LBesG bzw. E 9c TVöD, unbefristet						","/stellenangebote/25416","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) o.ä. als Sachbearbeiter (m/w) Archiv- und Datenmanagement, unbefristet in Voll- oder Teilzeit						","/stellenangebote/25419","Stellenangebot","1","0,00 %"
"
							Ju­ris­t/in im Bi­blio­theks­dienst, E 14 TVöD-Bund bzw. bis A 15 BBesO, unbefristet in Vollzeit, Kennziffer: 1.05/2017						","/stellenangebote/25421","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in im Bereich Anwendungsbetreuung, TV-L E 9-E11, Kennziffer 02 17 03, befristet 24 Monate						","/stellenangebote/25425","Stellenangebot","1","0,00 %"
"
							Fachangestellte/Fachangestellten für Medien und Informationsdienste (FAMI), Fachrichtung Bibliothek, EG 6 TVöD, befristet in Vollzeit, K1484						","/stellenangebote/25427","Stellenangebot","1","0,00 %"
"
							Open Science Blog Editor, E 12/E 13 TV-L, befristet auf zwei Jahre, Vollzeit, teilzeitgeeignet, 24/2017						","/stellenangebote/25429","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9b TVöD, unbefristet in Teilzeit (50%)						","/stellenangebote/25435","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (Stellvertretung der Bibliotheksleitung) , E 9b TVöD, Vollzeit befristet bis voraussichtlich 31.12.2018						","/stellenangebote/25437","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in in der IT Systemtechnik / Systembibliothekar/in, E 11, Vollzeit, befristet für zwei Jahre Kennziffer B71203/17						","/stellenangebote/25455","Stellenangebot","1","0,00 %"
"
							Projektmitarbeiter/in Wissenschaftliche Software, E 13 TV-L, auf zwei Jahre befristet, 39,8 Wochenstunden (Vollzeit), teilzeitgeeignet, 17/2017						","/stellenangebote/25457","Stellenangebot","1","0,00 %"
"
							MitarbeiterIn E-Ressource-Management, VGr. IIIa, unbefristet in Vollzeit, GZ A 0100/1 – 2017						","/stellenangebote/25459","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, nach TVöD, befristet in Teilzeit, Entfristung möglich						","/stellenangebote/25463","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in mit Ausbildertätigkeit, Vollzeit, Kennziffer BBW17-035-0						","/stellenangebote/25467","Stellenangebot","1","0,00 %"
"
							Bibliothekar/-in vorzugsweise mit Schwerpunkt Bibliothekspädagogik, E 9b TVöD, Vollzeit, unbefristet, Kennziffer: 272.200.07						","/stellenangebote/25487","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschäftigte/r – E 9 TV-L Berliner Hochschulen, Vollzeit, befristet bis zum 31.12.2020,Kenn­zif­fer UB-247/17						","/stellenangebote/25493","Stellenangebot","1","0,00 %"
"
							FAMI E 5 befristet, Teilzeit 80 %, ab Sept. 2017, Kennziffer 828-Bib						","/stellenangebote/25495","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV-H, 30 Std/wöchentlich als Krankheitsvertretung für 6 Monate						","/stellenangebote/25497","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, A 9 / E 9 TV-L, unbefristet in Vollzeit						","/stellenangebote/25508","Stellenangebot","1","0,00 %"
"
							Bibliotheksmitarbeiter/in im Bereich Information/Benutzung, A 9 BesG NRW, unbefristet in Vollzeit, Job-ID: BO-2017-05-15-118041						","/stellenangebote/25510","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 b TVöD, Vollzeit zunächst befristet für zwei Jahre						","/stellenangebote/25512","Stellenangebot","1","0,00 %"
"
							Stadtarchivar/in, E 9b TVöD, Teilzeit (19,5 Std./Woche) befristet für die Dauer der Mutterschutzfrist sowie der ggf. anschließenden Elternzeit						","/stellenangebote/25514","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9, als Vertretung befristet bis 21.02.2019, Stellenausschreibungsnummer 3014						","/stellenangebote/25516","Stellenangebot","1","0,00 %"
"
							Archivar/in, E 9b TVöD bzw. A 10 LBesO A NRW, unbefristet in Vollzeit						","/stellenangebote/25518","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar/in, BesGr 9/10 bzw. E9b TVöD, unbefristet in Vollzeit, Referenznummer/-code: B750334OA-2017-00001330-E						","/stellenangebote/25527","Stellenangebot","1","0,00 %"
"
							FaMI (Bibliothek), Referat Benutzung; EG 6 TV-L; Vollzeit (zz. 39 Std./Wo.); zunächst befristet für zwei Jahre; Kennziffer: 15/17						","/stellenangebote/25529","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, Vollzeit befristet bis 20.03.2018						","/stellenangebote/25539","Stellenangebot","1","0,00 %"
"
							Mitarbeit im Bereich Lesesäle, E 6 TV-L, unbefristet in Vollzeit, Stellennummer: 143445						","/stellenangebote/25541","Stellenangebot","1","0,00 %"
"
							Archivar/in, A 9/10 BayBesG, unbefristet in Vollzeit, Stellen-ID: 387805						","/stellenangebote/25543","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Archiv, E 9a TVöD, unbefristet in Vollzeit, Stellen-ID: 385249						","/stellenangebote/25545","Stellenangebot","1","0,00 %"
"
							MitarbeiterIn (verantwortl. Mitarbeit im Bereich Benutzungsdienste u.a.), VGr. IVa, unbefristet in Vollzeit, GZ A 0040/1-2017						","/stellenangebote/25557","Stellenangebot","1","0,00 %"
"
							Fachassistentin / Fachassistent ( IAB – 2017_I_002961), TE V, befristet bis zum 31.05.2019, mit 85 % Arbeitszeit						","/stellenangebote/25559","Stellenangebot","1","0,00 %"
"
							SystembibliothekarIn – IT-BibliothekarIn (SystemadministratorIn für Metadaten von E-Books), bis E 11, Vollzeit, vorerst bis zum 31.12.2020 befristet, Kennziffer 2017/101						","/stellenangebote/25561","Stellenangebot","1","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, E 8 TV-L, unbefristet, 39,8 Wochenstunden (Vollzeit), 25/2017						","/stellenangebote/25563","Stellenangebot","1","0,00 %"
"
							2 Wiss. Mitarbeiter/innen für FDM-Projekt, E 13 TV-L, befristet in Vollzeit; Kennziffer Stelle UB: 2017/UB/WM/108, Kennziffer Stelle ZIMT: 2017/ZIMT/WM/107						","/stellenangebote/25572","Stellenangebot","1","0,00 %"
